Subject;Name of the Institution;Province
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108122;Teatro Caio Melisso;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108122;Teatro Caio Melisso;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108123;Teatro comunale di Todi;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108123;Teatro comunale di Todi;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108124;Teatro Clitunno;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108124;Teatro Clitunno;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108125;Teatro dei Riuniti;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108125;Teatro dei Riuniti;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108126;Teatro degli Illuminati;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108126;Teatro degli Illuminati;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108127;Teatro del Pavone;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108127;Teatro del Pavone;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108128;Teatro la Sapienza;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108128;Teatro la Sapienza;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108129;Teatro sociale di Foce (Amelia);Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108129;Teatro sociale di Foce (Amelia);Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108130;Teatro comunale di Narni;Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108130;Teatro comunale di Narni;Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108132;"Museo paleontologico ""Luigi Boldrini"" di Pietrafitta";Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108132;"Museo paleontologico ""Luigi Boldrini"" di Pietrafitta";Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108133;Raccolta delle Memorie Ubaldiane;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108133;Raccolta delle Memorie Ubaldiane;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108134;Torre di Porta Maggio;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108134;Torre di Porta Maggio;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108136;Palazzo Trinci;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108136;Palazzo Trinci;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108137;Basilica di Sant'Eufemia;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108137;Basilica di Sant'Eufemia;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108138;Palazzo Collicola;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108138;Palazzo Collicola;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108149;Villa Magherini Graziani e Museo archeologico della Villa di Plinio Il Giovane;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108149;Villa Magherini Graziani e Museo archeologico della Villa di Plinio Il Giovane;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108150;Museo diocesano di Gubbio;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108150;Museo diocesano di Gubbio;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108151;Musei del Castello di Alviano;Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108151;Musei del Castello di Alviano;Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108153;"Museo civico archeologico e Pinacoteca ""Edilberto Rosa""";Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108153;"Museo civico archeologico e Pinacoteca ""Edilberto Rosa""";Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108154;Museo delle porte e delle mura urbiche;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108154;Museo delle porte e delle mura urbiche;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108155;Museo diocesano e Capitolare;Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108155;Museo diocesano e Capitolare;Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108157;Rocca Maggiore;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108157;Rocca Maggiore;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108158;Museo dell'opera di Guido Calori;Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108158;Museo dell'opera di Guido Calori;Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/110914;Archivio di Stato di Rovigo;Rovigo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/111605;Biblioteca nazionale Marciana;Venezia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/113127;Sale monumentali della Biblioteca nazionale Marciana;Venezia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/114594;Archivio di Stato di Terni;Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/116763;Biblioteca Universitaria di Padova;Padova
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/118282;Biblioteca Statale del Monumento Nazionale di Praglia;Padova
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/122334;Archivio di Stato di Perugia;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/123557;Archivio di Stato di Treviso;Treviso
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/126366;Archivio di Stato di Padova;Padova
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/126369;Archivio di Stato di Venezia ;Venezia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/126371;Archivio di Stato di Vicenza ;Vicenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20012;Teatro romano e Antiquarium di Gubbio;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20012;Teatro romano e Antiquarium di Gubbio;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20012;Teatro romano e Antiquarium di Gubbio;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20012;Teatro romano e Antiquarium di Gubbio;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20047;Villa romana di Valdonega;Verona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20066;Villa del Colle del Cardinale;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20066;Villa del Colle del Cardinale;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20067;Villa del Bene;Verona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20097;Tempietto sul Clitunno;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20097;Tempietto sul Clitunno;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20097;Tempietto sul Clitunno;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20097;Tempietto sul Clitunno;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20106;Strada romana;Vicenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20110;Archivio di Stato di Vicenza. Sezione di Bassano del Grappa;Vicenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20113;Mel, sepolcreto preromano;Belluno
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20130;Rocca Albornoziana di Spoleto;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20130;Rocca Albornoziana di Spoleto;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20132;Resti di mura premunicipali e porta di età  augustea;Verona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20135;Oderzo, area archeologica presso le ex Carceri;Treviso
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20136;"Resti delle fondazioni del ""Capitolium""";Verona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20137;Resti delle due cinta murarie e di una domus di età  augustea;Verona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20138;Resti della curia e di un complesso cultuale;Verona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20139;Resti della curia con ambienti a volta;Verona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20141;Resti del Foro romano;Vicenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20142;Procuratie nuove - ex Palazzo reale;Venezia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20146;Porta Romana;Verona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20147;Concordia Sagittaria, ponte romano;Venezia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20182;Palazzo ducale di Gubbio;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20182;Palazzo ducale di Gubbio;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20185;Palazzo delle prigioni;Venezia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20189;Palazzo Cappello;Venezia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20194;Parco archeologico di Otricoli e Antiquarium di S. Fulgenzio;Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20194;Parco archeologico di Otricoli e Antiquarium di S. Fulgenzio;Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20212;"Necropoli etrusca ""Crocifisso del Tufo""";Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20212;"Necropoli etrusca ""Crocifisso del Tufo""";Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20241;Museo nazionale di Villa Pisani;Venezia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20241;Museo nazionale di Villa Pisani;Venezia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20258;Museo archeologico nazionale Concordiese;Venezia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20258;Museo archeologico nazionale Concordiese;Venezia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20259;Museo nazionale Atestino;Padova
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20259;Museo nazionale Atestino;Padova
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20309;Museo archeologico nazionale e Teatro romano di Spoleto;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20309;Museo archeologico nazionale e Teatro romano di Spoleto;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20323;Museo archeologico nazionale dell'Umbria;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20323;Museo archeologico nazionale dell'Umbria;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20329;Museo archeologico di Quarto d'Altino;Venezia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20329;Museo archeologico di Quarto d'Altino;Venezia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20329;Museo archeologico di Quarto d'Altino;Venezia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20329;Museo archeologico di Quarto d'Altino;Venezia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20330;Museo archeologico nazionale di Adria;Rovigo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20330;Museo archeologico nazionale di Adria;Rovigo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20371;Ipogeo di Santa Maria in Stelle;Verona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20373;Ipogeo dei Volumni e necropoli del Palazzone;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20373;Ipogeo dei Volumni e necropoli del Palazzone;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20384;Grotta di S.Bernardino;Vicenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20393;Galleria nazionale dell'Umbria;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20393;Galleria nazionale dell'Umbria;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20424;Ex Chiesa di Sant'Agostino di Orvieto;Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20433;Domus romana di Verona;Verona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20434;Concordia Sagittaria, domus dei signini e pozzi romani;Venezia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20450;Complesso funerario culturale megalitico;Vicenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20451;Area archeologica di Feltre;Belluno
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20451;Area archeologica di Feltre;Belluno
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20466;Chiesa di Santa Maria Maggiore di Venezia;Venezia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20477;Chiesa-Museo di San Francesco;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20477;Chiesa-Museo di San Francesco;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20525;Castello Bufalini;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20525;Castello Bufalini;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20525;Castello Bufalini;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20525;Castello Bufalini;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20550;Basiliche paleocristiane;Verona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20555;Concordia Sagittaria,  area archeologica sotto la Cattedrale;Venezia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20555;Concordia Sagittaria,  area archeologica sotto la Cattedrale;Venezia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20566;Arsenale di Venezia;Venezia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20568;Area pluristratificata con resti dalla seconda metà  del primo secolo a.C. al XIV sec. d.C.;Verona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20620;Area archeologica di Carsulae;Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20620;Area archeologica di Carsulae;Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20681;Archivio di Stato di Verona;Verona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20706;Archivio di Stato di Belluno;Belluno
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20740;Acquedotto romano di Lobia;Vicenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20741;Abitato romano di Arilica;Verona
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20746;Abbazia di Sant'Emiliano;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20746;Abbazia di Sant'Emiliano;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20749;Abbazia di San Severo e Martirio;Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20786;Necropoli umbro-etrusca del Vallone San Lorenzo;Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20786;Necropoli umbro-etrusca del Vallone San Lorenzo;Terni
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20787;Museo archeologico nazionale (Barchessa di Villa Badoer);Rovigo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20787;Museo archeologico nazionale (Barchessa di Villa Badoer);Rovigo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/132087;Complesso monumentale di Santo Spirito;Firenze
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/132097;Fondazione Memofonte;Firenze
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/132053;Museo nazionale Collezione Salce;Treviso
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/133705;Fondazione Merz;Torino
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/142865;Archivio di Stato di Massa;Massa-Carrara
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/132567;Palazzo di Città ;Cagliari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/138094;Complesso Monumentale di San Francesco d'Assisi;Cosenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/138094;Complesso Monumentale di San Francesco d'Assisi;Cosenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/139122;Parco archeologico del Colosseo - Casa di Augusto ;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/139122;Parco archeologico del Colosseo - Casa di Augusto ;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/139124;Parco archeologico del Colosseo - Casa di Livia ;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/139124;Parco archeologico del Colosseo - Casa di Livia ;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/140866;Ex Convento di San Francesco della Scarpa;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/140866;Ex Convento di San Francesco della Scarpa;Bari
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/132574;Istituto Centrale per la Demoetnoantropologia;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/133728;Casa Zegna;Biella
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/133728;Casa Zegna;Biella
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/133748;Fondazione Spadolini Nuova Antologia;Firenze
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/133748;Fondazione Spadolini Nuova Antologia;Firenze
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/133753;Museo Civico Archeologico e della Collegiata;Siena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/133753;Museo Civico Archeologico e della Collegiata;Siena
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/137983;Castello di Milazzo;Messina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103863;MAR - Museo Archeologico Regionale;Valle d'Aosta/Vallà©e d'Aoste
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/130754;Parco Archeologico e Museo dell'Area Megalitica di Saint Martin de Corlà©ans;Valle d'Aosta/Vallà©e d'Aoste
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/130952;Villa dei Volusii;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/130945;Mitreo di Sutri;Viterbo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/133053;Archivio centrale dello Stato;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/135676;Archivio di Stato di Perugia. Sezione di Assisi;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/135675;Archivio di Stato di Perugia. Sezione di Foligno;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/135677;Archivio di Stato di Perugia. Sezione di Gubbio;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/135674;Archivio di Stato di Perugia. Sezione di Spoleto;Perugia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/144372;Ponte Real Ferdinando;Latina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101505;Museo della città  di Monte Porzio Catone;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101505;Museo della città  di Monte Porzio Catone;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101506;Museo diffuso del vino;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101506;Museo diffuso del vino;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101508;Museo archeologico territoriale di Monterotondo;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101508;Museo archeologico territoriale di Monterotondo;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101510;Antiquarium comunale di Nettuno;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101510;Antiquarium comunale di Nettuno;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103951;Caslello Colonna - Centro internazionale d'arte contemporanea Ciac;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103951;Caslello Colonna - Centro internazionale d'arte contemporanea Ciac;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103954;Museo Lanuvino;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103954;Museo Lanuvino;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108176;Museo archeologico Lavinium;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108176;Museo archeologico Lavinium;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108179;Museo geofisico;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108179;Museo geofisico;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104946;"Museo della civiltà  contadina ""Regio Tratturo""";Benevento
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104997;Museo civico-Museo del pane;Cosenza
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/105317;Mostra permanente sulla civiltà  rurale di San Bartolomeo;Benevento
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/106149;Museo Convento di S. Domenico;Vibo Valentia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107105;MUDISS - Museo diocesano sorrentino stabiese ;Napoli
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100304;Mostra del cartoccio e del vimine;Udine
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100311;Museo del territorio;Udine
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100311;Museo del territorio;Udine
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100318;Mostra dell'arte mineraria;Udine
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100319;Museo storico militare delle Alpi Giulie;Udine
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100319;Museo storico militare delle Alpi Giulie;Udine
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100320;"Museo carnico delle arti e tradizioni popolari ""Luigi e Michele Gortani""";Udine
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100337;Mostra permanente Zuc Scjaramont - I segreti del colle;Udine
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101421;Museo geologico territoriale;Frosinone
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103950;Museo dell'agro veientano;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103950;Museo dell'agro veientano;Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104510;Favisse del Tempio Maggiore;Latina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/105440;Museo storico della Campagna di Russia;Udine
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108174;Museo della migrazione e Osservatorio ornitologico;Latina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108174;Museo della migrazione e Osservatorio ornitologico;Latina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108174;Museo della migrazione e Osservatorio ornitologico;Latina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108174;Museo della migrazione e Osservatorio ornitologico;Latina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108184;Ecomuseo del litorale romano (Polo di Maccarese);Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108184;Ecomuseo del litorale romano (Polo di Maccarese);Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108184;Ecomuseo del litorale romano (Polo di Maccarese);Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108184;Ecomuseo del litorale romano (Polo di Maccarese);Roma
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108226;MAP - Museo dell'Agro Pontino;Latina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108226;MAP - Museo dell'Agro Pontino;Latina
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108227;"Museo delle Scritture ""Aldo Manuzio""";Latina
